village,vlcode,state,district,block,population,total_population_village,total_households,total_geographical_area,latitude,longitude,aashray_risk_score,priority,risk_category,risk_model,risk_model_note,coastal_hazard_score,flood_hazard_score,cyclone_hazard_score,rainfall_hazard_score,multi_hazard_score,multi_hazard_category,hazards_available,hazard_contribution,forest_area,net_area_sown,total_unirrigated_land,area_irrigated_by_source,nearest_town_distance_from_village
Ramachandrapur,396884,Odisha,Kendrapara,Marsaghai,1079.0,1079.0,255.0,316.0,20.35067325298317,86.43823670864036,51.48291994148009,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6785698314322661,0.3,0.6151378546563083,0.4123689316052198,0.5148291994148009,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,9.0,0.0,0.0,0.0,29.0
Baripal,396886,Odisha,Kendrapara,Marsaghai,611.0,611.0,128.0,69.0,20.339608210381456,86.43581650479865,51.936957653348,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6943002227148718,0.3,0.6144228935918984,0.4123689316052198,0.51936957653348,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,4.0,0.0,0.0,0.0,30.0
Balighai,396885,Odisha,Kendrapara,Marsaghai,751.0,751.0,157.0,52.0,20.351481275817825,86.43397945209502,44.06126761916474,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6788210014966811,0.0,0.6179703576863964,0.4123689316052198,0.4406126761916474,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,28.0
Mangarajpur,396890,Odisha,Kendrapara,Marsaghai,830.0,830.0,207.0,106.0,20.349299977904643,86.45484628902214,67.60572504684545,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6396034026803463,1.0,0.6068097733732267,0.4123689316052198,0.6760572504684544,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,14.0,0.0,0.0,0.0,29.0
Ameipal,396952,Odisha,Kendrapara,Mahakalapada,1396.0,1396.0,332.0,168.0,20.349858991225656,86.4966593802533,59.498151646736396,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5516711656783646,0.8,0.5880255217712425,0.4123689316052198,0.594981516467364,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,60.0,0.0,0.0,0.0,20.0
Tikhiri,396946,Odisha,Kendrapara,Mahakalapada,4685.0,4685.0,1044.0,448.0,20.345811068591573,86.48271893798015,66.7124734367326,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6225146881693562,1.0,0.5915861663819003,0.4123689316052198,0.6671247343673259,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,9.0,253.0,253.0,0.0,27.0
Balisuan,396947,Odisha,Kendrapara,Mahakalapada,905.0,905.0,213.0,117.0,20.36091848972725,86.47559003294323,39.2994255064352,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5364882027238419,0.0,0.5982960317046222,0.4123689316052198,0.392994255064352,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,7.0,0.0,0.0,0.0,21.0
Mahanangala,396957,Odisha,Kendrapara,Mahakalapada,943.0,943.0,219.0,156.0,20.35241388751038,86.51719496514599,61.789698212623534,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6261780586311141,0.8,0.5902791128634288,0.4123689316052198,0.6178969821262353,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,21.0,0.0,0.0,0.0,19.0
Alifa,396943,Odisha,Kendrapara,Marsaghai,296.0,296.0,76.0,101.0,20.366631166653317,86.45883590035768,50.56377003218664,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6536986992069083,0.3,0.6082172169549996,0.4123689316052198,0.5056377003218664,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,1.0,82.0,82.0,0.0,25.0
Kalagarh,396959,Odisha,Kendrapara,Mahakalapada,1245.0,1245.0,290.0,626.0,20.368608592538646,86.5161419212888,57.66790661468042,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4911762701593881,0.8,0.5874095951117748,0.4123689316052198,0.5766790661468042,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,545.0,545.0,0.0,18.0
Potari,396889,Odisha,Kendrapara,Marsaghai,0.0,0.0,0.0,69.0,20.357445164179296,86.45810349156619,68.33945559651107,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.663986117437207,1.0,0.6068997376516189,0.4123689316052198,0.6833945559651108,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,6.0,0.0,0.0,0.0,85.0
Bauda,396950,Odisha,Kendrapara,Mahakalapada,0.0,0.0,0.0,182.0,20.370826931063036,86.4958246065817,55.726620239250124,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4230548818561472,0.8,0.5915038060584523,0.4123689316052198,0.5572662023925012,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,14.0,166.0,166.0,0.0,20.0
Ramachandrapur,396974,Odisha,Kendrapara,Mahakalapada,0.0,0.0,0.0,62.0,20.340868881808586,86.57481306883759,51.31063207686816,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6801324294463469,0.3,0.6063712224549341,0.4123689316052198,0.5131063207686816,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,10.0,52.0,52.0,0.0,31.0
Jadupur,396933,Odisha,Kendrapara,Mahakalapada,2982.0,2982.0,636.0,297.0,20.378796703330188,86.53910161317518,42.14324546967677,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.3733351676659934,0.3,0.5819715809803749,0.4446950457593799,0.4214324546967677,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,6.0,240.0,240.0,0.0,19.0
Tekarapanga,396969,Odisha,Kendrapara,Mahakalapada,736.0,736.0,169.0,235.0,20.35168230110745,86.56303517296884,39.99714434772161,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5600619866930727,0.0,0.5979162445930014,0.4123689316052198,0.3999714434772161,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,5.0,189.0,189.0,0.0,18.0
Gokha Khati,397104,Odisha,Kendrapara,Mahakalapada,1153.0,1153.0,250.0,176.0,20.36999916325942,86.59951963616305,40.12979577204819,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4850569722474738,0.1,0.5932283189007834,0.4123689316052198,0.4012979577204819,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,140.0,140.0,0.0,32.0
Naladiasasan,396967,Odisha,Kendrapara,Mahakalapada,648.0,648.0,154.0,172.0,20.364212076659303,86.54589914635261,36.97692959635341,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4662557149022659,0.0,0.5896751806872416,0.4123689316052198,0.3697692959635341,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,149.0,149.0,0.0,17.0
Rajendra Nagar,397117,Odisha,Kendrapara,Mahakalapada,158.0,158.0,32.0,301.0,20.36097346138164,86.63447647927711,62.55582331881101,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4998795624542484,0.8,0.6019308712568545,,0.6255582331881101,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,4.0,257.0,257.0,0.0,32.0
Masakani,396932,Odisha,Kendrapara,Mahakalapada,933.0,933.0,230.0,174.0,20.371545521033283,86.54361887588365,42.93303596939019,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4180709115308959,0.3,0.5857411996543569,0.4123689316052198,0.4293303596939019,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,145.0,145.0,0.0,19.0
Raula,396929,Odisha,Kendrapara,Mahakalapada,0.0,0.0,0.0,91.0,20.371982831638636,86.57985732163442,36.11641001009099,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4372410897863625,0.0,0.5900719473758289,0.4123689316052198,0.3611641001009099,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,91.0,91.0,0.0,25.0
Tentuli Kandha,397118,Odisha,Kendrapara,Mahakalapada,635.0,635.0,132.0,88.0,20.36532292640563,86.62341045846706,37.6992156736843,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4833439039066928,0.0,0.5980607969751648,0.4123689316052198,0.376992156736843,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,2.0,68.0,68.0,0.0,10.0
Chhanda,396976,Odisha,Kendrapara,Mahakalapada,998.0,998.0,214.0,135.0,20.342857326701953,86.58412914952362,43.29335574867941,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6635864975980692,0.0,0.6055352875453176,0.4123689316052198,0.4329335574867941,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,58.0,58.0,0.0,21.0
Dekani,396964,Odisha,Kendrapara,Mahakalapada,519.0,519.0,123.0,74.0,20.340367812930772,86.5431755546553,42.66543261631186,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6457129427710073,0.0,0.6018666280430898,0.4123689316052198,0.4266543261631186,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,17.0,0.0,0.0,0.0,17.0
Patalipanka,396970,Odisha,Kendrapara,Mahakalapada,3132.0,3132.0,701.0,231.0,20.33199413938165,86.54674349405558,43.64671717242711,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6750467039515402,0.0,0.6059174968710601,0.4123689316052198,0.4364671717242711,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,6.0,127.0,127.0,0.0,30.0
Kodakan,396973,Odisha,Kendrapara,Mahakalapada,628.0,628.0,131.0,69.0,20.336031228550844,86.56636450052983,68.99358104886653,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6854303446969154,1.0,0.6073316830341873,0.4123689316052198,0.6899358104886654,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,3.0,47.0,47.0,0.0,16.0
Chheda Kani,397107,Odisha,Kendrapara,Mahakalapada,1129.0,1129.0,222.0,135.0,20.373728311268923,86.61715451199531,38.61812657413782,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4339823482820066,0.1,0.5940510997429291,0.4123689316052198,0.3861812657413782,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,109.0,109.0,0.0,28.0
Khurusiapat,396963,Odisha,Kendrapara,Mahakalapada,456.0,456.0,120.0,39.0,20.33630998521549,86.53729209393627,44.21315403177879,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6965503960911712,0.0,0.6027705406775705,0.4123689316052198,0.4421315403177879,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,6.0,0.0,0.0,0.0,17.0
Koratapanga,396965,Odisha,Kendrapara,Mahakalapada,1076.0,1076.0,240.0,251.0,20.34758782325602,86.5495336627314,60.26209001370201,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5679605816187807,0.8,0.5990357573213677,0.4123689316052198,0.6026209001370201,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,18.0,198.0,198.0,0.0,18.0
Akhadasali,397121,Odisha,Kendrapara,Mahakalapada,174.0,174.0,35.0,295.0,20.342083800532432,86.62938252604765,43.78652789894398,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6584779436582906,0.0,0.6109953603762587,,0.4378652789894398,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,2.0,221.0,221.0,0.0,12.0
Naladia,396971,Odisha,Kendrapara,Mahakalapada,0.0,0.0,0.0,55.0,20.330743620381373,86.55972721123335,69.19636235472863,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6907478989340305,1.0,0.6090618701841328,0.4123689316052198,0.6919636235472864,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,36.0,19.0,19.0,0.0,30.0
Dasarajapur,397120,Odisha,Kendrapara,Mahakalapada,61.0,61.0,16.0,181.0,20.344661030938834,86.61518375190175,45.9051973830304,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6649745613579858,0.1,0.6083432764074572,0.4123689316052198,0.459051973830304,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,90.0,90.0,0.0,9.0
Bandhakud,396961,Odisha,Kendrapara,Mahakalapada,946.0,946.0,244.0,172.0,20.34825327120368,86.53394300487722,61.93366665197537,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6265062640252288,0.8,0.5956440039645643,0.4123689316052198,0.6193366665197537,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,45.0,0.0,0.0,0.0,16.0
Gatanai Nuasahi,396966,Odisha,Kendrapara,Mahakalapada,1395.0,1395.0,319.0,116.0,20.356384594763128,86.54186802201058,39.229416058437735,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5386435774776808,0.0,0.5929092040801166,0.4123689316052198,0.3922941605843773,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,4.0,95.0,95.0,0.0,15.0
Purusottampur,396979,Odisha,Kendrapara,Mahakalapada,371.0,371.0,82.0,118.0,20.35363879087994,86.58041742415891,43.0954566047014,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5783280258618825,0.1,0.5999294878696211,0.4123689316052198,0.430954566047014,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,6.0,94.0,94.0,0.0,19.0
Nuagan,396931,Odisha,Kendrapara,Mahakalapada,1980.0,1980.0,438.0,276.0,20.373528085611614,86.55847302069193,34.34506442097268,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.3808398700251463,0.0,0.586899587524556,0.4123689316052198,0.3434506442097268,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,241.0,241.0,0.0,19.0
Gararomita,396983,Odisha,Kendrapara,Mahakalapada,1953.0,1953.0,454.0,523.0,20.35103922908487,86.60120319332587,50.07447613254923,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6409888351328263,0.3,0.6038972978584015,0.4123689316052198,0.5007447613254923,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,83.0,39.0,39.0,0.0,18.0
Narayanpur,396968,Odisha,Kendrapara,Mahakalapada,1508.0,1508.0,319.0,200.0,20.3579651707425,86.55629345372785,62.71552853916372,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4875699000546514,1.0,0.5936421162167913,0.4123689316052198,0.6271552853916372,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,180.0,180.0,0.0,15.0
Harishpur,396048,Odisha,Kendrapara,Rajnagar,0.0,0.0,0.0,97.0,20.526994854300916,86.77008827904714,45.42292833853358,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6252932577898911,0.1,0.5362649883960691,0.5378752947467564,0.4542292833853358,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,5.0,48.0,48.0,0.0,45.0
Subala,396928,Odisha,Kendrapara,Mahakalapada,1067.0,1067.0,209.0,282.0,20.372063272074588,86.5903152155575,36.83992670647122,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4596845380261117,0.0,0.5920804773433392,0.4123689316052198,0.3683992670647122,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,2.0,107.0,107.0,0.0,16.0
Sathiabati,397103,Odisha,Kendrapara,Mahakalapada,1187.0,1187.0,280.0,134.0,20.367147519439445,86.60850121446447,40.66349582462126,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5005064466012563,0.1,0.596036951779167,0.4123689316052198,0.4066349582462126,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,23.0,0.0,0.0,0.0,35.0
Nalitajori Pal,397119,Odisha,Kendrapara,Mahakalapada,168.0,168.0,33.0,68.0,20.35178271815042,86.6198856305125,41.22767616748397,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5951029182475311,0.0,0.6050883995181457,0.4123689316052198,0.4122767616748397,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,1.0,61.0,61.0,0.0,11.0
Nunimatia Kandha,397105,Odisha,Kendrapara,Mahakalapada,0.0,0.0,0.0,71.0,20.373934420997116,86.60832047341061,43.88449254976504,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4445319098508956,0.3,0.5920462648853511,0.4123689316052198,0.4388449254976504,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,67.0,67.0,0.0,20.0
Anantapur,396977,Odisha,Kendrapara,Mahakalapada,0.0,0.0,0.0,99.0,20.347436402406572,86.57508668997593,49.64740853306941,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6280872290975974,0.3,0.6022965211214839,0.4123689316052198,0.4964740853306941,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,13.0,86.0,86.0,0.0,32.0
Guptagiri,397116,Odisha,Kendrapara,Mahakalapada,0.0,0.0,0.0,71.0,20.370971402997032,86.63932766447118,59.13922770999771,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4136230233084657,0.8,0.5961076587497681,,0.5913922770999771,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,5.0,0.0,0.0,0.0,29.0
Belar,396930,Odisha,Kendrapara,Mahakalapada,0.0,0.0,0.0,336.0,20.379698138731975,86.57121455360395,34.28570937725335,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.3577554406835103,0.0,0.5863658096624178,0.4446950457593799,0.3428570937725335,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,336.0,336.0,0.0,20.0
Madhusudanpur,396981,Odisha,Kendrapara,Mahakalapada,0.0,0.0,0.0,64.0,20.357835074330293,86.58632807001472,47.68670826358954,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5656232535057262,0.3,0.5988252810525345,0.4123689316052198,0.4768670826358954,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,7.0,57.0,57.0,0.0,52.0
Taradeipur,396978,Odisha,Kendrapara,Mahakalapada,0.0,0.0,0.0,94.0,20.35596540849972,86.57144439885843,39.75980013421787,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5522523665183603,0.0,0.5977940202625065,0.4123689316052198,0.3975980013421787,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,7.0,83.0,83.0,0.0,30.0
Karanjia,396049,Odisha,Kendrapara,Rajnagar,0.0,0.0,0.0,110.0,20.523381163106546,86.77379191055388,43.93724484273804,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6596744421339533,0.0,0.5355802273513727,0.5378752947467564,0.4393724484273804,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,0.0,0.0,0.0,0.0,40.0
Bahargadabadadandua,397122,Odisha,Kendrapara,Mahakalapada,0.0,0.0,0.0,95.0,20.352242865420983,86.62980853895786,40.420534068743706,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5737760018049094,0.0,0.6049258880339077,,0.4042053406874371,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,2.0,76.0,76.0,0.0,15.0
Thantapalanda,396960,Odisha,Kendrapara,Mahakalapada,0.0,0.0,0.0,78.0,20.35813065104952,86.53268357731551,59.50264381862848,P2,HIGH,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5497164360225428,0.8,0.590550884233912,0.4123689316052198,0.5950264381862848,HIGH,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,55.0,0.0,0.0,0.0,80.0
Srirampur,396982,Odisha,Kendrapara,Mahakalapada,0.0,0.0,0.0,37.0,20.359632532086245,86.5973834205146,47.84356283102474,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.5710137191134487,0.3,0.5986309050206753,0.4123689316052198,0.4784356283102474,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,12.0,25.0,25.0,0.0,32.0
Nandanpur,396980,Odisha,Kendrapara,Mahakalapada,0.0,0.0,0.0,53.0,20.364604378924973,86.578002336701,37.71865506387053,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.4876327728286168,0.0,0.5936917298763051,0.4123689316052198,0.3771865506387053,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,4.0,48.0,48.0,0.0,20.0
Paunsiapal,396975,Odisha,Kendrapara,Mahakalapada,0.0,0.0,0.0,50.0,20.33842220286511,86.57744383236906,44.5874975590825,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.7051188865344198,0.0,0.6074620932378205,0.4123689316052198,0.445874975590825,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,49.0,1.0,1.0,0.0,30.0
Raghunathpur,396972,Odisha,Kendrapara,Mahakalapada,579.0,579.0,122.0,79.0,20.33655367266581,86.55934241331937,42.94767097495672,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.6515513689144921,0.0,0.6061500510167026,0.4123689316052198,0.4294767097495672,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,2.0,64.0,64.0,0.0,17.0
Saralikud,397136,Odisha,Kendrapara,Mahakalapada,146.0,146.0,16.0,372.0,20.307354264949687,86.71508732774353,48.159863395553984,P3,MODERATE,Kendrapara multi-hazard model,"Composite coastal, flood, cyclone and rainfall hazard model.",0.671977722886469,0.1,0.6347423611939651,,0.4815986339555398,MODERATE,"coastal,flood,cyclone,rainfall",coastal 30%; flood 25%; cyclone 25%; rainfall 20%,103.0,151.0,151.0,0.0,14.0
